Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100)
1336,Candidate 1336,"Deep Learning, Python, SQL",14,B.Sc,AWS Certified,AI Researcher,Reject,70419,18,62
1761,Candidate 1761,"Pytorch, TensorFlow",19,M.Tech,AWS Certified,Data Scientist,Hire,142998,20,20
1781,Candidate 1781,"Networking, Cybersecurity",5,PhD,Google ML,Data Scientist,Hire,78257,13,26
1712,Candidate 1712,"TensorFlow, NLP",12,PhD,Google ML,Software Engineer,Reject,108299,3,34
1619,Candidate 1619,"C++, SQL",15,M.Tech,Google ML,Cybersecurity Analyst,Hire,134054,5,85
454,Jordan Cook,"Java, React, C++, SQL",3,B.Sc,Google ML,Software Engineer,Hire,63179,9,100
914,Laura Vasquez,"Deep Learning, SQL, Machine Learning",3,B.Tech,None,Data Scientist,Reject,94832,3,60
670,Sara Brewer,"Deep Learning, Python, SQL",2,PhD,Deep Learning Specialization,Data Scientist,Reject,70971,3,60
1200,Candidate 1200,"Machine Learning, Deep Learning, Python",5,B.Sc,None,Software Engineer,Reject,98256,16,45
1275,Candidate 1275,"Ethical Hacking, Networking, Linux",11,PhD,Google ML,Cybersecurity Analyst,Hire,44650,4,42
38,Jason Flores,"C++, SQL, Java",5,B.Tech,Google ML,Software Engineer,Hire,97505,7,100
975,Vanessa Hampton,"TensorFlow, Pytorch, NLP, Python",1,B.Tech,AWS Certified,AI Researcher,Reject,86353,2,50
984,Lisa Williamson,"Pytorch, NLP, Python, TensorFlow",1,M.Tech,Google ML,AI Researcher,Hire,94795,7,75
663,Gregory Alvarez,"Deep Learning, Python, SQL, Machine Learning",0,PhD,None,Data Scientist,Reject,95742,2,30
1419,Candidate 1419,"Python, Deep Learning",13,PhD,Deep Learning Specialization,Data Scientist,Hire,127115,9,29
1561,Candidate 1561,"SQL, Machine Learning",4,B.Tech,AWS Certified,Data Scientist,Hire,60702,7,29
40,Kim Blake,"SQL, Python",1,MBA,AWS Certified,Data Scientist,Hire,52364,8,70
1487,Candidate 1487,"NLP, TensorFlow",11,MBA,Google ML,Cybersecurity Analyst,Hire,66267,0,52
543,Harold Acevedo,"SQL, C++, React",3,B.Tech,None,Software Engineer,Hire,112003,7,80
170,Ruth Prince,"Python, Machine Learning",7,M.Tech,None,Data Scientist,Hire,98540,0,80
1356,Candidate 1356,"Java, SQL",6,PhD,None,AI Researcher,Reject,116441,19,48
388,Linda Hardy,"C++, SQL, Java",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,95050,2,100
1594,Candidate 1594,"Pytorch, NLP, TensorFlow, Python",17,M.Tech,Deep Learning Specialization,AI Researcher,Reject,148816,19,13
615,Kevin Robinson,"Pytorch, Python, TensorFlow",4,MBA,None,AI Researcher,Hire,84358,2,65
754,Kevin Carlson,"Machine Learning, Python, Deep Learning",0,B.Tech,Deep Learning Specialization,Data Scientist,Reject,91454,1,30
1641,Candidate 1641,"Python, NLP",7,B.Sc,None,AI Researcher,Reject,113844,13,4
1291,Candidate 1291,"NLP, TensorFlow",14,B.Sc,None,Software Engineer,Hire,45515,4,52
1381,Candidate 1381,"Ethical Hacking, Networking",10,PhD,Google ML,AI Researcher,Hire,48141,3,2
1934,Candidate 1934,"Java, React, SQL, C++",6,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,87171,17,3
580,John Wilson,"Deep Learning, SQL",1,B.Tech,AWS Certified,Data Scientist,Reject,50848,4,50
31,Abigail Watts,"Python, SQL",4,PhD,None,Data Scientist,Hire,84679,10,100
893,Brian Sullivan,"Ethical Hacking, Networking",6,PhD,Google ML,Cybersecurity Analyst,Hire,45959,5,100
781,Paul Torres,"Python, NLP, Pytorch, TensorFlow",6,PhD,Deep Learning Specialization,AI Researcher,Hire,65650,3,100
160,Margaret Holmes,"Cybersecurity, Linux",2,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,118103,1,45
3,Corey Sanchez,"Ethical Hacking, Cybersecurity, Linux",1,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,71766,7,70
1214,Candidate 1214,"Java, SQL",0,MBA,Deep Learning Specialization,AI Researcher,Reject,80743,12,20
1291,Candidate 1291,"NLP, TensorFlow",14,B.Sc,None,Software Engineer,Hire,45515,4,52
850,Lori Lopez DDS,"Machine Learning, Python, SQL",2,B.Tech,None,Data Scientist,Reject,44219,4,55
402,Sarah Gomez,"Cybersecurity, Networking, Linux, Ethical Hacking",6,B.Sc,None,Cybersecurity Analyst,Hire,102518,7,100
1597,Candidate 1597,"Python, Deep Learning, Machine Learning, SQL",9,B.Tech,None,Cybersecurity Analyst,Reject,100191,11,87
1777,Candidate 1777,"Networking, Linux, Ethical Hacking",9,PhD,Google ML,Data Scientist,Hire,87392,4,70
1914,Candidate 1914,"Python, Pytorch, TensorFlow",1,B.Tech,None,Software Engineer,Reject,90475,20,37
1044,Candidate 1044,"NLP, Pytorch, TensorFlow",2,MBA,Google ML,Cybersecurity Analyst,Reject,60746,2,1
1545,Candidate 1545,"NLP, TensorFlow, Python, Pytorch",19,MBA,AWS Certified,Cybersecurity Analyst,Hire,36296,14,7
1718,Candidate 1718,"Java, SQL, React, C++",15,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,105002,20,42
54,William Hill,"Python, SQL, Machine Learning",9,B.Sc,Google ML,Data Scientist,Hire,82004,2,100
1853,Candidate 1853,"Linux, Networking, Cybersecurity, Ethical Hacking",1,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,125296,4,56
1912,Candidate 1912,"Ethical Hacking, Linux, Networking",11,B.Sc,Deep Learning Specialization,Software Engineer,Reject,65190,4,98
823,Patrick Hayes,"SQL, Machine Learning",9,B.Sc,Google ML,Data Scientist,Hire,54846,8,100
674,Zachary Simpson,"Ethical Hacking, Linux, Networking, Cybersecurity",0,B.Tech,Google ML,Cybersecurity Analyst,Reject,76108,5,55
1490,Candidate 1490,"Machine Learning, Deep Learning, Python",16,PhD,AWS Certified,Data Scientist,Reject,127269,6,84
825,Christopher Fisher,"Java, C++, React, SQL",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,58157,4,100
1574,Candidate 1574,"SQL, Machine Learning, Deep Learning, Python",6,PhD,None,Software Engineer,Hire,106761,17,87
1390,Candidate 1390,"NLP, Python, TensorFlow",5,PhD,Deep Learning Specialization,Software Engineer,Hire,63890,12,83
1270,Candidate 1270,"Python, SQL",14,B.Tech,None,Software Engineer,Reject,141428,19,19
1115,Candidate 1115,"Python, NLP",6,B.Sc,Google ML,Data Scientist,Reject,108721,17,95
1608,Candidate 1608,"SQL, Python, Machine Learning, Deep Learning",17,MBA,AWS Certified,Data Scientist,Reject,124212,4,81
1595,Candidate 1595,"Pytorch, TensorFlow, NLP, Python",12,MBA,AWS Certified,AI Researcher,Reject,50895,0,49
772,Matthew Price,"TensorFlow, Pytorch, Python",9,PhD,Google ML,AI Researcher,Hire,75101,2,100
274,Ricky Morris,"NLP, Pytorch, Python",8,MBA,None,AI Researcher,Hire,75898,3,100
1869,Candidate 1869,"C++, SQL",16,M.Tech,None,AI Researcher,Hire,78199,17,86
1086,Candidate 1086,"Linux, Networking, Cybersecurity",19,MBA,None,Data Scientist,Reject,34029,7,36
712,Meagan Spencer,"C++, SQL, Java",6,PhD,AWS Certified,Software Engineer,Hire,80373,8,100
1326,Candidate 1326,"Python, Deep Learning, SQL, Machine Learning",19,B.Tech,Deep Learning Specialization,Software Engineer,Hire,49626,10,85
1464,Candidate 1464,"Cybersecurity, Networking, Ethical Hacking",1,M.Tech,AWS Certified,AI Researcher,Reject,112001,20,20
807,Lori Oliver,"Python, Deep Learning, Machine Learning, SQL",8,B.Tech,None,Data Scientist,Hire,41965,2,100
452,William Parker V,"Python, Machine Learning, Deep Learning",8,B.Sc,Deep Learning Specialization,Data Scientist,Hire,100425,0,100
476,Christina Oneal,"Python, Machine Learning",10,MBA,Google ML,Data Scientist,Hire,89482,5,100
109,Michael Jones,"Python, Machine Learning, SQL",4,B.Tech,None,Data Scientist,Hire,85884,6,85
827,Kyle Anderson,"TensorFlow, Python",9,PhD,AWS Certified,AI Researcher,Hire,65183,1,100
1929,Candidate 1929,"Linux, Ethical Hacking",16,MBA,AWS Certified,Data Scientist,Reject,136155,11,50
235,Robert Guerrero,"Cybersecurity, Linux, Networking",0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,49774,7,60
964,Mary Vasquez,"TensorFlow, NLP",6,PhD,AWS Certified,AI Researcher,Hire,64951,8,100
399,Danielle Davis,"Machine Learning, Python, Deep Learning",1,MBA,Deep Learning Specialization,Data Scientist,Reject,79404,4,55
1747,Candidate 1747,"TensorFlow, NLP, Python, Pytorch",7,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,62883,19,14
705,Sylvia Rogers,"Networking, Cybersecurity, Ethical Hacking, Linux",7,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,100153,6,100
432,Kent Ward,"Cybersecurity, Ethical Hacking",2,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,100524,5,65
293,Katelyn Hopkins,"Machine Learning, Python, SQL",6,B.Tech,None,Data Scientist,Hire,50393,5,100
1776,Candidate 1776,"NLP, Pytorch, TensorFlow",1,MBA,Deep Learning Specialization,Data Scientist,Reject,63809,13,85
146,Catherine Garcia,"TensorFlow, Pytorch, NLP",10,M.Tech,AWS Certified,AI Researcher,Hire,58221,8,100
721,Jessica Woods,"SQL, Deep Learning",4,PhD,None,Data Scientist,Hire,97719,8,90
34,Maria Glover,"TensorFlow, Python, Pytorch",9,B.Sc,Deep Learning Specialization,AI Researcher,Hire,99521,4,100
1798,Candidate 1798,"Networking, Linux, Ethical Hacking, Cybersecurity",17,MBA,Deep Learning Specialization,Data Scientist,Reject,117044,16,77
1166,Candidate 1166,"Linux, Networking, Cybersecurity, Ethical Hacking",16,PhD,Deep Learning Specialization,Data Scientist,Hire,139798,0,41
51,Kenneth Skinner,"Python, NLP, TensorFlow, Pytorch",5,PhD,None,AI Researcher,Hire,45488,9,100
1512,Candidate 1512,"Python, SQL, Machine Learning, Deep Learning",8,B.Tech,AWS Certified,Data Scientist,Hire,95965,1,70
340,John Alvarez,"SQL, Machine Learning",0,B.Tech,AWS Certified,Data Scientist,Reject,90362,8,60
415,James Reyes,"React, C++",5,B.Sc,Deep Learning Specialization,Software Engineer,Hire,85526,1,75
266,Maria Green MD,"NLP, TensorFlow",7,MBA,Google ML,AI Researcher,Hire,99118,1,95
1104,Candidate 1104,"Networking, Ethical Hacking",12,B.Tech,None,Cybersecurity Analyst,Reject,80252,0,94
1772,Candidate 1772,"Cybersecurity, Networking, Ethical Hacking",1,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,33027,18,64
272,Laura Garcia,"Ethical Hacking, Cybersecurity",0,B.Sc,None,Cybersecurity Analyst,Reject,47079,8,50
697,Jessica Griffin,"Machine Learning, Python, Deep Learning",2,M.Tech,Google ML,Data Scientist,Reject,56433,2,55
1964,Candidate 1964,"Cybersecurity, Ethical Hacking, Networking, Linux",15,PhD,Google ML,Cybersecurity Analyst,Hire,99949,7,70
245,Michael Phelps,"NLP, Pytorch",2,B.Sc,Deep Learning Specialization,AI Researcher,Hire,113947,8,80
1753,Candidate 1753,"Machine Learning, Python, Deep Learning, SQL",18,B.Sc,None,Data Scientist,Hire,70430,10,88
477,Carrie Wright,"Deep Learning, Machine Learning, SQL",1,B.Tech,None,Data Scientist,Reject,58515,6,55
33,Elizabeth Serrano,"Deep Learning, Machine Learning, SQL, Python",8,M.Tech,AWS Certified,Data Scientist,Hire,51283,4,100
1392,Candidate 1392,"TensorFlow, Python, NLP",0,B.Sc,Google ML,AI Researcher,Hire,102497,11,21
1075,Candidate 1075,"Python, Deep Learning, SQL, Machine Learning",13,M.Tech,Google ML,Software Engineer,Hire,149458,0,32
814,Cody Nolan,"TensorFlow, Pytorch",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,53035,10,100
1915,Candidate 1915,"TensorFlow, Pytorch, NLP, Python",8,MBA,AWS Certified,AI Researcher,Hire,67180,13,60
1367,Candidate 1367,"Machine Learning, Deep Learning, Python",0,B.Tech,AWS Certified,AI Researcher,Reject,105024,4,94
1935,Candidate 1935,"Machine Learning, Python",1,B.Tech,Google ML,Software Engineer,Reject,118074,6,65
1805,Candidate 1805,"Python, Pytorch, TensorFlow",5,B.Tech,None,Data Scientist,Hire,86717,3,35
873,Lorraine Hammond,"Linux, Cybersecurity",8,MBA,AWS Certified,Cybersecurity Analyst,Hire,60790,7,100
251,Timothy Smith,"Python, NLP, TensorFlow, Pytorch",9,B.Tech,AWS Certified,AI Researcher,Hire,95912,10,100
546,Marcus Ramirez,"SQL, Java, React",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,81778,4,100
739,Danny Brown,"Ethical Hacking, Linux, Networking",5,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,87063,5,100
311,Richard Kelly,"Cybersecurity, Ethical Hacking, Networking",0,B.Tech,None,Cybersecurity Analyst,Reject,82635,7,50
1132,Candidate 1132,"Machine Learning, Python, SQL",19,MBA,AWS Certified,Software Engineer,Hire,135556,18,54
1450,Candidate 1450,"C++, React",7,MBA,Deep Learning Specialization,Software Engineer,Hire,46551,15,49
1873,Candidate 1873,"Java, SQL",4,M.Tech,AWS Certified,Software Engineer,Hire,67507,1,0
16,Courtney Cook,"Cybersecurity, Networking",1,PhD,Google ML,Cybersecurity Analyst,Reject,51388,6,60
1502,Candidate 1502,"SQL, C++",1,M.Tech,Deep Learning Specialization,AI Researcher,Hire,96667,2,95
790,Yvonne Maynard,"Linux, Cybersecurity",9,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,78574,7,100
1205,Candidate 1205,"Pytorch, Python, TensorFlow",0,MBA,None,Cybersecurity Analyst,Hire,122102,2,20
364,Paula Harrison,"TensorFlow, Python, NLP, Pytorch",1,B.Sc,AWS Certified,AI Researcher,Reject,40186,1,45
183,Caleb Tucker,"Pytorch, NLP",0,B.Sc,None,AI Researcher,Reject,42924,7,45
1195,Candidate 1195,"SQL, React, Java, C++",9,MBA,None,Software Engineer,Reject,44308,9,80
471,Dana Gibson,"Python, TensorFlow, Pytorch, NLP",8,PhD,AWS Certified,AI Researcher,Hire,44783,10,100
1122,Candidate 1122,"SQL, Python, Deep Learning",10,MBA,AWS Certified,AI Researcher,Hire,61261,9,64
1875,Candidate 1875,"Machine Learning, SQL",1,MBA,Deep Learning Specialization,Software Engineer,Hire,121697,5,81
1183,Candidate 1183,"Python, Machine Learning",10,PhD,None,Cybersecurity Analyst,Hire,101812,1,31
1656,Candidate 1656,"Deep Learning, Python, SQL, Machine Learning",6,PhD,None,AI Researcher,Hire,148497,14,5
615,Kevin Robinson,"Pytorch, Python, TensorFlow",4,MBA,None,AI Researcher,Hire,84358,2,65
1467,Candidate 1467,"Linux, Ethical Hacking",6,MBA,Google ML,AI Researcher,Reject,32072,3,27
402,Sarah Gomez,"Cybersecurity, Networking, Linux, Ethical Hacking",6,B.Sc,None,Cybersecurity Analyst,Hire,102518,7,100
935,Maria Green,"Python, SQL, Machine Learning",3,PhD,Google ML,Data Scientist,Reject,55365,1,60
420,Joseph Richards,"Cybersecurity, Ethical Hacking, Linux",1,B.Tech,Google ML,Cybersecurity Analyst,Hire,65313,7,70
630,Craig Lewis,"TensorFlow, NLP, Python, Pytorch",3,B.Sc,None,AI Researcher,Hire,95357,8,90
781,Paul Torres,"Python, NLP, Pytorch, TensorFlow",6,PhD,Deep Learning Specialization,AI Researcher,Hire,65650,3,100
727,Ryan Mason,"Machine Learning, Python, SQL",10,B.Sc,None,Data Scientist,Hire,84036,5,100
827,Kyle Anderson,"TensorFlow, Python",9,PhD,AWS Certified,AI Researcher,Hire,65183,1,100
1522,Candidate 1522,"React, C++, Java, SQL",9,B.Tech,Deep Learning Specialization,Data Scientist,Reject,58238,2,56
137,Mason Jones,"Linux, Cybersecurity, Ethical Hacking",4,M.Tech,None,Cybersecurity Analyst,Hire,114988,5,80
629,Jeffrey Johnson,"SQL, Deep Learning",3,B.Tech,AWS Certified,Data Scientist,Hire,99679,5,75
335,Natalie King,"Ethical Hacking, Linux",7,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,91922,0,90
391,Jordan Matthews,"NLP, TensorFlow",8,MBA,None,AI Researcher,Hire,64722,1,95
1391,Candidate 1391,"SQL, Machine Learning, Deep Learning, Python",1,PhD,Google ML,Data Scientist,Hire,47318,19,92
1818,Candidate 1818,"NLP, Pytorch, TensorFlow",13,MBA,Deep Learning Specialization,Data Scientist,Hire,81717,8,55
1593,Candidate 1593,"Ethical Hacking, Cybersecurity, Networking",7,B.Sc,Google ML,Data Scientist,Hire,60391,0,51
711,Robert Simon,"Python, TensorFlow, NLP, Pytorch",4,B.Sc,None,AI Researcher,Hire,104295,6,90
1040,Candidate 1040,"SQL, Deep Learning, Python, Machine Learning",20,M.Tech,Google ML,Software Engineer,Hire,105315,14,3
606,Kelly Porter,"Cybersecurity, Networking, Ethical Hacking, Linux",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,74090,3,95
1449,Candidate 1449,"Networking, Cybersecurity, Ethical Hacking",15,B.Tech,Google ML,Software Engineer,Hire,134676,10,1
1562,Candidate 1562,"C++, React, SQL",16,MBA,Deep Learning Specialization,Data Scientist,Reject,96134,1,59
1669,Candidate 1669,"Python, SQL, Deep Learning",1,PhD,Deep Learning Specialization,AI Researcher,Hire,48671,2,68
1345,Candidate 1345,"SQL, Deep Learning, Machine Learning",4,MBA,Google ML,Data Scientist,Hire,104999,4,55
1113,Candidate 1113,"Ethical Hacking, Linux",15,MBA,Deep Learning Specialization,AI Researcher,Hire,115515,12,12
1224,Candidate 1224,"Python, Pytorch, TensorFlow",9,MBA,AWS Certified,Data Scientist,Hire,112878,20,3
654,Michael Ramirez,"Networking, Cybersecurity, Ethical Hacking, Linux",4,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,98013,4,90
422,Stephen Mason,"Python, Deep Learning",2,B.Tech,AWS Certified,Data Scientist,Hire,83979,5,65
1509,Candidate 1509,"NLP, TensorFlow, Python",2,MBA,AWS Certified,Cybersecurity Analyst,Hire,81607,2,10
1751,Candidate 1751,"Java, SQL",11,M.Tech,None,AI Researcher,Hire,120764,0,93
1577,Candidate 1577,"TensorFlow, Python, NLP",2,M.Tech,AWS Certified,Data Scientist,Hire,138668,20,8
339,Jose Kirk,"Networking, Linux, Ethical Hacking, Cybersecurity",4,B.Tech,None,Cybersecurity Analyst,Reject,75555,0,60
216,Gloria Miller,"Linux, Ethical Hacking, Cybersecurity, Networking",8,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,45438,3,100
1342,Candidate 1342,"Pytorch, Python, TensorFlow",9,B.Tech,Deep Learning Specialization,Data Scientist,Reject,139693,3,45
1339,Candidate 1339,"SQL, React, C++, Java",16,M.Tech,Google ML,Data Scientist,Hire,42572,1,16
1739,Candidate 1739,"Pytorch, TensorFlow, Python, NLP",1,B.Tech,Google ML,Cybersecurity Analyst,Hire,88278,6,29
575,Michelle King,"Ethical Hacking, Networking",6,M.Tech,None,Cybersecurity Analyst,Hire,94810,7,100
1385,Candidate 1385,"Java, SQL",5,B.Tech,Deep Learning Specialization,Data Scientist,Reject,122835,2,0
687,Sarah Adams,"SQL, Java, C++, React",6,B.Sc,Deep Learning Specialization,Software Engineer,Hire,73268,8,100
323,Malik Burns,"Python, Deep Learning",5,B.Tech,None,Data Scientist,Hire,73559,10,100
102,Elaine Ryan,"Ethical Hacking, Cybersecurity",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,58775,3,100
845,Gregory Murray,"Deep Learning, Machine Learning, SQL",10,B.Tech,None,Data Scientist,Hire,70494,7,100
172,Lisa Lawson,"Deep Learning, SQL, Python",3,B.Sc,AWS Certified,Data Scientist,Hire,50781,6,85
108,Michael Lewis,"Python, Deep Learning, Machine Learning",2,B.Tech,Deep Learning Specialization,Data Scientist,Reject,98024,2,55
788,Jacob Duncan,"Networking, Linux, Ethical Hacking, Cybersecurity",7,PhD,None,Cybersecurity Analyst,Hire,92893,7,100
1981,Candidate 1981,"TensorFlow, Python",7,PhD,None,Cybersecurity Analyst,Reject,125793,12,32
917,Amy Carter,"TensorFlow, Python, NLP, Pytorch",0,M.Tech,None,AI Researcher,Reject,113643,4,40
657,Craig Howard,"Deep Learning, Machine Learning, Python, SQL",10,PhD,None,Data Scientist,Hire,116205,7,100
532,Eddie Hutchinson,"Python, Machine Learning",7,B.Sc,AWS Certified,Data Scientist,Hire,55994,2,100
699,Laura Little,"Cybersecurity, Networking, Linux",8,M.Tech,Google ML,Cybersecurity Analyst,Hire,68492,4,100
664,Edward Williams,"Cybersecurity, Ethical Hacking, Networking",6,M.Tech,Google ML,Cybersecurity Analyst,Hire,108922,10,100
986,Sean Jones,"React, SQL, Java",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,57933,3,100
1099,Candidate 1099,"Networking, Linux",19,PhD,Google ML,AI Researcher,Reject,61965,20,21
1424,Candidate 1424,"SQL, Machine Learning, Python, Deep Learning",15,B.Sc,AWS Certified,Data Scientist,Reject,134641,6,26
1041,Candidate 1041,"Machine Learning, Deep Learning",3,PhD,Google ML,AI Researcher,Reject,142203,14,62
1832,Candidate 1832,"SQL, Machine Learning",1,B.Tech,AWS Certified,Data Scientist,Reject,132609,10,64
121,Cynthia Espinoza,"Java, React",6,B.Sc,Google ML,Software Engineer,Hire,62463,0,80
1525,Candidate 1525,"SQL, Deep Learning, Python",6,B.Sc,None,AI Researcher,Reject,78209,8,38
1404,Candidate 1404,"TensorFlow, Python, Pytorch",17,PhD,AWS Certified,AI Researcher,Hire,96401,15,99
249,Caitlin Shaw,"SQL, Java, React, C++",4,MBA,Deep Learning Specialization,Software Engineer,Hire,101488,5,95
482,Douglas Sampson,"Linux, Cybersecurity, Ethical Hacking, Networking",2,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,59397,10,100
824,Colleen Bates,"Java, C++, React, SQL",10,PhD,Deep Learning Specialization,Software Engineer,Hire,77427,10,100
1264,Candidate 1264,"Java, React",10,B.Sc,None,Data Scientist,Hire,101265,5,47
1763,Candidate 1763,"NLP, Pytorch, TensorFlow",12,B.Tech,Google ML,Data Scientist,Reject,39428,4,10
1246,Candidate 1246,"C++, Java, SQL",5,PhD,Google ML,AI Researcher,Hire,149069,14,7
1376,Candidate 1376,"Python, SQL, Deep Learning",20,PhD,AWS Certified,AI Researcher,Hire,100037,5,88
936,Eddie May,"Machine Learning, SQL",2,MBA,Deep Learning Specialization,Data Scientist,Hire,90929,7,75
938,Jacob Morrow,"Pytorch, TensorFlow",5,PhD,AWS Certified,AI Researcher,Hire,43681,4,90
406,Jon Craig,"React, SQL, Java",1,B.Sc,Google ML,Software Engineer,Hire,105524,9,80
758,Randy Williams,"Pytorch, Python, TensorFlow",0,B.Tech,None,AI Researcher,Reject,88958,4,35
601,John White,"C++, React, SQL, Java",9,B.Tech,Google ML,Software Engineer,Hire,76854,9,100
98,Michelle Benton,"TensorFlow, Pytorch, NLP, Python",6,B.Tech,AWS Certified,AI Researcher,Hire,109750,9,100
1334,Candidate 1334,"Linux, Networking",10,M.Tech,None,Software Engineer,Hire,98932,3,35
1165,Candidate 1165,"Linux, Networking",12,PhD,AWS Certified,Cybersecurity Analyst,Reject,147638,6,55
1687,Candidate 1687,"Java, React, C++",17,M.Tech,Deep Learning Specialization,AI Researcher,Hire,74701,5,58
1527,Candidate 1527,"Machine Learning, Deep Learning, SQL, Python",8,PhD,Google ML,Software Engineer,Reject,54758,19,71
59,Ruth Oconnell,"TensorFlow, Pytorch",2,B.Sc,None,AI Researcher,Reject,62312,1,35
792,Kendra Delacruz,"Deep Learning, Machine Learning, SQL, Python",1,PhD,None,Data Scientist,Hire,108185,8,70
149,Laurie Cervantes,"TensorFlow, NLP, Pytorch",6,B.Tech,Deep Learning Specialization,AI Researcher,Hire,63269,0,85
29,Claudia Harris,"NLP, Pytorch, Python",10,B.Tech,Google ML,AI Researcher,Hire,119307,2,100
716,David Frey,"Python, TensorFlow",6,B.Sc,Google ML,AI Researcher,Hire,116788,2,90
1472,Candidate 1472,"SQL, Java, C++, React",6,M.Tech,None,Data Scientist,Reject,141030,20,63
693,Jeanette Garcia MD,"Cybersecurity, Linux",7,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,92129,3,100
1387,Candidate 1387,"Ethical Hacking, Linux, Networking",19,PhD,Deep Learning Specialization,Data Scientist,Reject,43475,0,71
1846,Candidate 1846,"Networking, Cybersecurity, Ethical Hacking, Linux",11,M.Tech,Google ML,Cybersecurity Analyst,Hire,100871,14,81
1513,Candidate 1513,"Java, React, SQL, C++",18,M.Tech,None,Data Scientist,Hire,116323,0,89
1600,Candidate 1600,"Deep Learning, Machine Learning, Python, SQL",4,PhD,Google ML,Data Scientist,Hire,31990,8,25
702,Stacey Bradford,"React, SQL",8,B.Sc,Deep Learning Specialization,Software Engineer,Hire,86416,8,100
1709,Candidate 1709,"NLP, TensorFlow, Python, Pytorch",20,MBA,None,Cybersecurity Analyst,Hire,51875,7,15
455,Michael George,"SQL, Java",8,B.Tech,AWS Certified,Software Engineer,Hire,83833,8,100
41,Lindsey Jackson,"C++, React",10,MBA,AWS Certified,Software Engineer,Hire,101108,9,100
1712,Candidate 1712,"TensorFlow, NLP",12,PhD,Google ML,Software Engineer,Reject,108299,3,34
316,Joseph Rojas,"Cybersecurity, Ethical Hacking, Linux",1,MBA,AWS Certified,Cybersecurity Analyst,Hire,78344,10,85
610,Briana Burnett,"Linux, Ethical Hacking, Cybersecurity, Networking",8,M.Tech,None,Cybersecurity Analyst,Hire,76830,2,100
168,Katherine Cabrera,"Networking, Cybersecurity, Ethical Hacking",2,B.Sc,Google ML,Cybersecurity Analyst,Hire,63016,7,80
731,Sarah Jones,"Linux, Networking, Cybersecurity",3,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,105232,1,60
857,Karen Castillo,"SQL, Deep Learning, Python",5,MBA,Deep Learning Specialization,Data Scientist,Hire,46669,5,100
1575,Candidate 1575,"Java, React",14,B.Sc,AWS Certified,AI Researcher,Reject,108002,17,89
639,Dr. Brandon Dickson DDS,"TensorFlow, NLP",7,M.Tech,Deep Learning Specialization,AI Researcher,Hire,45655,6,100
1623,Candidate 1623,"Deep Learning, Machine Learning, Python, SQL",13,MBA,None,AI Researcher,Hire,148385,12,67
588,Samantha Jackson,"Linux, Networking, Ethical Hacking",3,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,45475,3,70
1402,Candidate 1402,"Linux, Networking, Cybersecurity, Ethical Hacking",19,PhD,AWS Certified,Data Scientist,Hire,140294,9,30
1701,Candidate 1701,"Linux, Ethical Hacking",4,M.Tech,Google ML,Data Scientist,Reject,130927,11,78
898,Patricia Dunn,"TensorFlow, NLP, Python, Pytorch",8,M.Tech,Google ML,AI Researcher,Hire,100399,7,100
1136,Candidate 1136,"Python, Deep Learning, SQL, Machine Learning",3,B.Tech,None,Software Engineer,Hire,38281,19,74
1380,Candidate 1380,"Cybersecurity, Ethical Hacking, Networking",12,B.Tech,Google ML,AI Researcher,Reject,101020,1,4
90,Christina Johnson,"Linux, Ethical Hacking, Cybersecurity, Networking",10,M.Tech,None,Cybersecurity Analyst,Hire,60343,8,100
176,Dillon Hoffman,"SQL, Machine Learning, Python, Deep Learning",9,B.Sc,Google ML,Data Scientist,Hire,57223,2,100
911,Erin Hull,"Machine Learning, Deep Learning",6,PhD,AWS Certified,Data Scientist,Hire,117600,0,80
